sentiment,review_body,product_category
1,I bought this in a medium at the store (usually a size 8 -10) and bought one for my daughter who was with me  in the coral color. (she's 7 months pregnant   and bought her a small. it fits fine below the belly. she loves how comfy it is.) my other daughter saw them and i had to buy her a pair as well. :>) so  we were hanging out at the hotel on a girls weekend and wore them at the pool and even to sleep in. i think you can actually dress it up and wear it out and about as well. i did see that a,Lounge
1,I love how comfortable this fits and the fantastic pops of color. goes with just about every slip and tank dress i own! a perfect lightweight dress or layering vest with my hot weather wardrobe. can't wait to take this with me on vacation!,Lounge
1,"I've been desperate for a swim cover that covers my arms & back. this one fits nicely--just a pretty  feminine  happy summer top that still lets me be leggy. i can't see them in the photos  but the embroidery detail at the upper part of this top has little mirrors sewn among the dots. very fun! i'm 5'5"" and when i paired this with jean shorts  everything below the crotch was visible--so perhaps slightly shorter than it appears in the pics.",Lounge
-1,"This sweater was huge  it hung down to my calves! it also is really bulky and scratchy  it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s  and i was swimming in it. the fabric is very thick  i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",Outerwear
-1,I really wanted to love this waistcoat. i purchased this online and tried it on as soon as i received it. it runs large  but i should have realized the horizontal stripes sitting on the hips is not a good thing. the fur adds additional bulk where it is not needed  the hip area !!!!. i purchased a small and could have purchase a xs  but i think the problem would still be there in a smaller size. it's going back  but i am disappointed as i really wanted a something a little alternative !!!!!,Outerwear
-1,"I agree with other reviewers. it is beautiful but too tight around the chest. i am usually an xsmall and the xsmall was tight in the chest. i bought the small and it was still uncomfortable. sadly i had to return it. i am 5'4""  134 lbs and a 34c  by no means i am considered big chested so this is highly unusual.",Outerwear
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.,Outerwear
-1,Visions of sartorial splendor danced in my head as i planned my instagram posts centered around this coat. and then it showed up on my door and my dreams were crushed. i'd already read the reviews and knew the coat was unlined and would be oversized. i did not expect it to be soooo sloppy. especially around the collar. there is nothing crisp about it. i've had boiled wool outer ware before that held its shape much better than this. if i wanted fleece i wouldn't have picked retailer as the s,Outerwear
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
0,"I loved this trench on the web site  i couldn't wait until it arrived and was even happy to pay full-price to get it! it unfortunately just didn't complement my 5'2"" 135 lb curvy figure as i had hoped. it was definitely much fuller on the bottom which added unnecessary bulk. i have narrow shoulders and it was snug and uncomfortable with a simple tank top on. i hung it in my closet for a few weeks  tags intact  continuing to try it and each time it just wasn't working. it also had many stray thre",Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,I agree with the other reviews that the sleeves can be tight even for those with slim arms. life would be great in this coat if my arms were always down by my sides. but when i lift my arms that's another story. i also agree that the material wrinkles easily. this is a high-maintenance item as far as pressing and ironing goes. it is a very pretty feminine coat but i would reconsider this only if it goes on sale.,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,This coat is so lovely  it is the embodiment of 1940's classic movie star style. the color  the style  the collar add a subtle flair of drama that you definitely want in your wardrobe .... if only it weren't for those pesky buttons! like other reviewers  i am disappointed to note that within a month of owning  the top button popped off in the middle of a dinner date on a rainy night in a french restaurant. that same night  i noticed a button was missing from one of the sleeves. alas  i am as yet,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I tried this jacket on and it was definitely cute but a couple things to note. it's a wool acrylic blend and it was already starting to pill from being tried on in the store. also  it's unlined. i thought the price point was high given its fibers and unlined. given its hem  i wonder how much longevity the piece has and how quickly it might start to look dated too.,Outerwear
1,I love this coat. i bought it in 2012  and it still looks great in 2015. i only wear it a few times each season  but it makes me smile. it's tailored  feminine  and a bit flashy. it's fairly warm  too.,Outerwear
1,I wanted this coat from the first moment i saw it in the catalogue. i tend to gravitate toward dark colors  but this looked timeless and beautiful  like something my grandmother would have cherished (and i would have coveted). i was not disappointed. the coat is carefully lined  and the mohair is divinely soft. the silhouette is not fitted  but comes off surprisingly chic. do note that this is not a coat for heavy duty weather; i've even been a bit chilly wearing it at nights in la. also  heed t,Outerwear
1,Very soft for vegan leather. very stylish. i thought it ran slightly small for size indicated on jacket. daughter is 8-10 but medium was tight.,Outerwear
1,Runs almost two sizes small. i plan to wear as a jacket over a sleeveless dress / skirt / trousers like a suit. the material is sturdy. i recommend for early autumn or spring weather. once again  a collector's item with unique colors and design of pattern.,Outerwear
1,This coat is fun  flirty  & flattering. i bought it strictly for how good it looks on - it's not a coat for warmth. the top is tailored and fitted  but the bottom is very full and swings. (there is a lot of fabric on the bottom). i'm not sure why some people had a hard time with the sleeves - i do not have the smallest arms and this was not an issue for me. however  i had a very thin shirt underneath the coat and that is all you can fit under it  so keep that in mind. the small fit me perfect. v,Outerwear
1,"I usually wear a s petite so that's what i initially got in this. i'm 5'2""  32c-27-36. the shoulders were about an inch too wide on either side  the sides along the top had tons of extra fabric (almost like batwings or a dolman cut) and the waist was at least 6"" too big! i'm re-ordering in petite xs and hoping for the best  because this is a gorgeous coat.",Outerwear
1,This arrived in my store this morning and it is as cute as it appears online!! i'm a curvy gal so i honestly wasn't feeling like this would look good on me. but it is thick and the fabric is sturdy so it lays on me exactly the way it does on the model! the fabric on the blue side almost has a vinyl feel to it...like it would be rainproof! the sherpa layer is super soft and in my opinion  even cuter than the blue side! the trim is all lined with a faux leather and the ties on each side can be adj,Outerwear
1,Liked everything about this coat but the length! it is beautiful and good quality. first  ordered a medium because the fit seemed slight (i'm a 4-6)  returned it for a large. unfortunately  the large will also be returned -- the body length is very cropped  not at all as it appears in photo to meet the top of a waistband. i'll hope to find a similar coat with just a bit more length.,Outerwear
1,I'm tall with long legs  long arms  and a small chest  and the medium fits me almost perfectly. i love the long sleeves (sleeve length is always a challenge for me) and how the coat accommodates my broad shoulders. my only problem is that the belt wraps around my lower ribs and looks odd. if i can get the belt loops lowered 1.5-2 inches  it will be perfect. if i can't  i'll return it because the coat looks much better with the belt tied if it's buttoned up. one small point: the coat arrived incr,Outerwear
-1,So i'm not sure if its just my body type or what  but this did nothing for me. the bottom  which i thought would be too big was actually too small in both the small and the medium (i'm a size 8 bottom) and then when i sized up to the medium it was still too tight and then the top was loose. i just think this one is going to take the right body type. it could look really beautiful on the right person  just not me.,Pants
-1,I bought the yellow pair on vacation last week and loved them! i wore them home on the plane and had a pony tail holder in my pocket (basic goody binder)  and there is a circle stain where the binder was! so strange! i sprayed them with spray and wash and washed them. the stain is still there and now it is discolored in the area i treated them! they are ruined! i am so disappointed and i only got one wear out of them!,Pants
-1,I loved the cut of these pants and the button accent on the pockets. however  the material was quite thin and the quality was not great- there were multiple snags along the seams. additionally  at 5'8  130lbs i was swimming in the size 4. i would have tried sizing down if the quality was better.,Pants
-1,"The picture makes the pants appear flattering and comfortable. but they are not flattering at all. they seemed much bigger than they should have been and the ""fold over"" portion was not necessary.",Pants
-1,I usually buy xs or s in retailer clothing and the pieces usually fit perfectly. this time i purchased my first petite item because i was worried the length of the pant leg would fall at an unusual spot if i didn't. i'm 5'4 and i ordered a petite small. i was swimming in it. the elastic in the back was so loose you could see directly down my pants. i wanted to love this but unfortunately the size did not work for me.,Pants
-1,I wore these pants to work and they fit and looked great! however the first time i put them through the wash they became all discolored and are completely stained and now are unwearable. very disappointing. did not spend that much money to wear a pair of pants once.,Pants
-1,"I am 5'6""  130 lbs with an athletic body type and i ordered a size small. these were really baggy in the thigh/quadricep area and made my thighs look bulky. the fabric quality is very nice and i like the idea of them for curvier body types. my son commented that they looked like pajama pants and i agreed.",Pants
-1,As soon as i pulled these pants from their packaging  i feel in love with them. the fabric was so soft - i could not wait to get them on...yeah  that was not going to happen! i could not pull them on - not even a little bit! these pants run incredibly small. i ordered them twice: once in my regular size  and again in a larger size. unfortunately  i am sized out of these beauties.,Pants
-1,I love jumpsuits for their style and comfort. i loved the look of this blue silky piece  and the review that said it was like lounge wear you could wear out of the house. i agree that it is like lounge wear  but for me  there were a few challenges.    first  the fit was small. i am usually anywhere between a 2 and a 6 depending on style  cut and brand. i tried the small in this and it was not a flowy look or feel. it was restrictive in the hip area in a way that would make me not want to wear th,Pants
0,I was very excited to find this jumper in a store to try on. the small was huge (im 5'8  130lbs)  the xs was better but perhaps a bit short in the upper body  making it feel tight/stretched against my shoulders. i love the print and style  and would have bought it if it was $100 less. however  at the current price  it needs to fit perfectly  which sadly it did not.,Pants
0,Had to send back for exchange. way too big. i'm very excited to get a smaller size because they are really beautifully made.,Pants
0,I love a cropped pant but these do not hit the mark. the pant would have been more flattering if they hit just above the ankle instead of the calf. i think they make the leg look stunted. the material was a nice weight and good quality but the bow being attached was a big design flaw. it look cute tied but would have been much nicer if you could remove it when needed.,Pants
0,My girlfriend and i both purchased these leggings in grey. we love the color because it goes with so many things.the problem is they do not fit the same. hers ran true to size and mine ran small. i am tempted to reorder another pair to see if they fit differently.,Pants
0,"I love the style and color of this jumpsuit. i ordered a petite  and with tall shoes  it's still about 3"" too long. the side seam needs to be taken out at the bottom to hem it  so that's a pain in the rear.   also  this has a side zipper  but you step through the neckline to put it on. if any part of me was even a tiny bit larger  this would never work.   the biggest issue is that it armholes/bust gaps a lot. there should have been a dart from the armhole down towards the bust. i'm hoping to be",Pants
0,Low waisted  weird liner.,Pants
0,Thought this looked so cute  especially for averting frame. it arrived and was too large  the fabric felt super cheap  and the lace detail on the shoulders was very prominent.... and not in a good way. returned.,Pants
0,"Super long even at 5'7"" and a little too voluminous for my taste. incredibly comfortable and beautiful pattern though. i'm having a hard time imagining there getting much use for me  so even at the sale price they're going back.",Pants
0,"I'm 5'4""  usually a small in retailer sizes  6-8 pants  i purchased the 8 petite",Pants
1,"I picked these off of the rack at retailer  mainly because i loved the navy  black and brown combo of the squares. i tried on the medium  because they looked on the small side  even though i usually wear a size 4  or small in pants. good thing too  these fit really well so they do run small  albeit a bit long in the regular medium on my 5'3"" frame. i could have used a petite for length if they had been there  but they didn't. that's ok  i don't mind rolling them up  it makes a statement i like. ye",Pants
1,I love everything about this jumper - it's so comfortable without being too warm. it's easy to dress up with booties and a hat. i suppose the only possible downside is that it's slightly tight at the ankles  but honestly - this is like a dream.,Pants
1,"Loved these in the store but the 00 was sold out everywhere and i noticed the fabric was very stretchy. i bought the 0 petite online and was worried about the length. they fit great. i'm 5'5"" .",Pants
1,Love love love this jumpsuit. i can't wait to wear it in the tx summer. it is super fun and elegant. you can dress it up or keep it casual. i am 5'9 155 and wear a 10. it laying quite nicely and doesn't require you to wear heels with it.,Pants
1,Cute and comfy. if you don't throw a leg out like the model above  it mostly reads as a skirt because the legs are so full. but it's really comfortable  and pairs well with a surprising number of tops,Pants
1,These pants are exactly what i expected. true to size and color were perfect! they feel so good to wear and love the detail in the sewing. perfect office attire or night out for dinner. just add a fancier blouse. ta da :)  would highly recommend them.,Pants
1,These pants are much cuter on than in the picture. i love the fit  snug legs and normal waist. will order again in another color.,Pants
1,This jumpsuit is great. i recently had a baby and am still trying to get the last 10 lbs of baby weight off and this jumpsuit is very forgiving and super comfortable. i'm usually a medium & i wasn't sure if i should size up. i ordered the medium and it was the right choice. great light material for summer and nice neckline.,Pants
1,I love these pants so much i had to write a review! purchased the carbon color recently in regular length - the length stated is pretty true and there was minimal shrinkage for me. size was also tts (typically wear size 2 and got 26). i've been wearing them often! they look great right out of the dryer and drape nicely. i've been purchasing the pilcro linen trousers for years but these are my favorites this season --- i also think the quality is much better. i will be getting them in more colors,Pants
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",Shorts
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.,Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,I've been wearing these shorts for years  i work outside and it was great to have comfortable jean shorts that were just the perfect length. the fabric quality on these shorts (and many many other retailer items) has gone down. sure  they're great when you try them on in the store..soft  comfortable  flattering  but when these are worn for a day they get so stretched out that i feel like i need a belt to keep them on. i wore these several times  sat down on a relatively smooth concrete wall  and a,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,"I was so excited that retailer finally had some bermuda shorts for those of us that are 1) older and don't want to show off that much leg anymore  and 2) are ""curvy on the bottom"" and really cannot wear the shorter shorts. i ordered these immediately in the navy. i usually wear a 31 in pilcro jeans  and like the other reviewer observed as well  i was floating in these - not only in the waist but everywhere. the legs are big - but it's supposed to be a boyfriend cut so i get that  but they just are",Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,I wear an 8-10 and these are a little big on me  which is surprising. they also don't lay really flat in the back. the pockets are inside in the back  in side two layers  and don't lay very flat. the crotch is low and rides up when i walk.  i'll probably wear them again  but i'm not totally thrilled by them.,Shorts
0,I love the look and feel of these shorts - typically my issue with any sort of cotton or linen shorts these days is that they're practically made of nothing  but these are comfortable and made of decent fabric. however  they run very large. being 100 lbs and about 5'  i typically buy size 0 or xs  but these looked a bit ridiculous on me  with how big they are. i tried shrinking them in the wash  since they're 100% cotton  and that helped some  along with getting rid of the creases from shipping,Shorts
0,I wanted to like this romper  it is very cute and colorful  but to top was overywhelming for my size and made me look even shorter.,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
0,This romper is extremely well made and the colors are even more beautiful in person.  however  i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.,Shorts
0,This romper was not what i expected when i originally purchased. it is much more casual looking in person  and as soon as i got it out of the bag  one of the buttons fell off. it did look good on and fit well  but i will be returning because it is too casual for the occasion i bought it for.,Shorts
1,These shorts are really cute and are a flattering length. grey color has a silvery look to it. keepers.,Shorts
1,"These are some of the softest most comfortable shorts i own and wish i had them in more colors. i like that i an adjust the length of the cuff since it's not ""hemmed"" to a certain length. i ordered the pink/salmon color and they go with so much!",Shorts
1,I absolutely love these shorts! i wear a 28 in all pilcro and these are no exception. i would not have grabbed these to try on  but the person who put my clothes in a fitting room added them for me. first  they are definitely short when rolled twice  and i do not have skinny legs. in fact  i never wear anything that exposes my thighs because i really dislike them. for some reason  these shorts make my legs look great! i thought for sure it was the mirrors at retailer  but i still like them at home,Shorts
1,One of my first rompers  it's super cute. i need to get used to the puffy sleeves but my husband also really likes it and he's definitely got an opinion about these things.,Shorts
1,These shorts are great! perfect length and this can be addicted based on how much you roll them up. i love all the colors. i've bought several pairs because of how comfortable and versatile they are!,Shorts
1,Cute casual drawstring short. runs a little large but nice style for an oversized look. nice length for long legs.,Shorts
1,Hard to find longer shorts that i like. these are really cute. i thought from the pictures that the backside would be faded and lighter which i wasn't thrilled about  but willing to order and give a try. great to discover this is not the case- nice regular color on back and no fading. really cute shorts.,Shorts
1,I was hesitant to buy this due to the price but so i glad i did when it came in the mail. great quality and surprisingly thick silky fabric. very comfortable and the shimmery thread detail is beautiful. could be very warm in the summer due to the thick tweed like fabric. fits and looks true to size just like it does on the model.,Shorts
1,These shorts are wonderful! very stylish and easy to pair with my tops. they do run a bit large. i am normally a size 8 or 29. i ordered these in a medium and i definitely could have gone with small. they are machine washable though and i'm not sure if they will shrink at all so i'm keeping them. i would definitely recommend them.,Shorts
-1,I agree with the other reviewers that this runs big. unfortunately there is nothing smaller than an xs so this is going back. i love the lyocell material  i have another skirt with this material and wanted to love this as well but it is too big and with the drawstring pulled tight to fit it doesn't look right. it is not as pictured as well. the skirt i received is a medium blue denim  not the lovely light blue as pictured  another reason why i am returning.,Skirts
-1,This is a beautiful skirt  but runs very small. i usually wear a size 8 and could not get the side zipper closed....at all.,Skirts
-1,This skirt is very short. i ordered my usual xs petite and it was so short that the longest part ended above my ankle. that's quite off because i'm only 5 feet tall  and i wore it pretty low on the hips. it also flares out awkwardly below the knee. there are 2 vertical seems and they exacerbate the jagged appearance of the hem. i was drawn to the edgy style shown in the photo but in person it looks like my 5 year old cut up a skirt. plus  the fabric--while thick and beautiful and stretchy--has a,Skirts
-1,Even following the care label exactly  it shrunk ~3 inches in the length and overall in the diameter. i had to return this since i am tall and it looked more like a work-inappropriate mini after the first wash.,Skirts
-1,I am a size 2 and the skirt fit however it is so thick and voluminous  it looked like a pirate sack. it's unfortunately going back.,Skirts
-1,I agree with the previous reviewer that the length is not at all what is shown in the picture. much shorter than that. and while the overall detail of the skirt is very nice  the elastic waistband makes it look cheap considering the price...,Skirts
-1,This product runs either really small or is super high waisted. either way not for me.,Skirts
-1,Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!,Skirts
-1,I agree with the other reviewer who said there was too much hardware and such. this really does have a lot going on. i usually wear a 4 in skirts  and based on reviews  went up one size. it still saw way up near my chest - i think even an 8 would be too small! it's sooooo tiny at the waist. probably buy 2 sizes  2 and 3 sizes up from your own. also  the skirt flares super wide at the sides  it doesn't sit the way in the photo or maybe the model is holding it down with her hand. it's like a skirt,Skirts
0,I wanted to love this skirt it was good quality  but the front is a loose flap that is exposing so i had to return it,Skirts
0,...for real  reinforce all the buttons before you wear it out. i've had three different ones pop right off.,Skirts
0,Super cute skirt. i decided to return it because i felt like i did't have enough tops to go with it.,Skirts
0,The picture makes it looks like it has rich brown yellow and orange colors. when it came  it was more black with some orange that popped. much different then i expected. the material was nice and silky but i was not willing to keep something that was dry clean only. i sent it back.,Skirts
0,Facing the mirror--near perfection. high waist emphasizes the narrowest part of the frame--pleats nicely hide any stomach flaws. color is an eye-catching deep mustardy perfection and the interlocking button pattern is creative and beautiful. the problem is the walk away. from that view  the skirt waist finishes just where there's a bit of extra flesh. the cut is more of a long a-line--fairly boxy--and the heaviness of the cotton maintains that structure  so while the look as you approach walking,Skirts
0,"There is no back zip on this skirt and therefore it does not lay flat as it would if there were a zip. instead it has an elastic waist. it is very nice quality but i never would have purchased this skirt if i knew it had an elastic waist. i am 5'6"" and a size 6. it runs a bit large - i think this is due to the elastic waste.",Skirts
0,The pattern of this skirt is adorable and looks better in person but the fabric isnt the best. it feels like an elastic fabric and is way to volumous. overall not my favorite.,Skirts
0,"I recommen only becuase i like it on other people  but not on me. the pull on style didn't work  i need xs petite to fit lenght and waist  but the waist wasn't elastic enough to ""pull up"" (i have let's say a booty#. i kept hearing hte stiching give... it also looked a little too poooofffy on my frmae  i am 5'1.5"" and it stuck more out than on the model. nice idea  btu not for me. #i am 115 lbs#",Skirts
0,I absolutely adore this skirt! sadly it was a lot of skirt for me- i'm 5 feet nothing and it would have been too much fabric to hem. wish this skirt came in a petite size. great color and a fun option for the fall wedding season!,Skirts
1,Fits well. true to size. love the kelly green color and found a blouse to match. the see-through part gives it some oomph and a little extra sexiness without being inappropriate for work. only downside is the beige color--kind of a funky bandaid-colored beige. but the blue and the green balance it out.,Skirts
1,This is a very flattering pencil skirt. i found it in the store and bought an xs  and have been wearing it to work. it is not too short  and the wrap fit looks great.,Skirts
1,"I loved the multi stripe pattern  buttons  pockets and a-line shape .  i agree it runs small. i sized up from my normal size 4 to size 6.  it sits at my belly button which i like.  i can tuck in a thin shirt comfortably.  the pockets kind of sag/pooch forward and don't lie straight through the course of the day but not enough to really bother me.  i  straighten the skirt by pulling up.  great buy on sale. i'm 5'2""  115#.",Skirts
1,I bought the first skirt at the store. loved it so much i went online and found this one and bought it too!,Skirts
1,I wanted a casual  denim colored skirt for warmer weather without the denim weight  and this skirt fit my needs perfectly.  i'm 5'4  117lbs and the xs fits me true to size  hitting about 1 1/2 inches above the knee. it's a more modest length for daytime but it definitely needs a slip underneath. the raw edge is subtle (no hanging threads) and unique. i can't speak to the lack of colorfastness but i washed it separately and will be mindful of the possibility .,Skirts
1,I was disappointed in the blue color of this skirt. i was looking for white. also felt it ran a little big.,Skirts
1,I bought this skirt a month or so ago and only wore it for the first time yesterday. i thought the design was fluid  summer appropriate  and easy like sunday morning. i enjoyed wearing it so much that i went on to the retailer site today to order it in another color. and lo and behold i saw all the reviews on the sizing/fit. i totally respect other reviewers  so i questioned why that had not been my experience when i wore it yesterday  so much so that i went and put it on again  sans issues.i am n,Skirts
1,Very comfy versatile skirt. the fabric is soft and stretchy that feels really nice on. i live in hawai'i so i like having skirts to wear that work well with the climate but not typical of the fashion out here. the pleating is very flattering and the skirt layer underneath makes it wearable to work.,Skirts
1,This skirt is worth every penny! it appears slightly different than pictured in terms of color -- it is a cream/blue gray making it very versatile. the crochet work is beautiful and cream. it is not too bright to show every dirt mark; the cream coordinates perfectly with the leather color. it is a classic  elegant design and could be paired with a silk type or even a cashmere sweater in the cooler months to come. for me  it is tts mostly (i am usually a 4-6) and the six fits perfectly. it has an,Skirts
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater,Sleep
-1,This is way cuter on the model. it runs so big that it is very unflattering. perhaps on someone tall it would look better  but sadly it looked dumpy on my 5'2 frame. it also arrived with some black stain on it. it is going back.,Sleep
-1,I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(,Sleep
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,First of all it arrived rolled in a tight ball the size of a large starbucks coffee. i don't know why they do that.... you're not going to be immediately impressed by something that is packaged like it's cheap! second  i'm usually a 0-4 in retailer and mine is no where near as loose-fitting as the photo. also  he sleeves and back are a very thin waffle knit... like a flimsy t-shirt. and see-thru. the sleeves form-fit to my arms so i couldn't layer under it  but i couldn't wear it alone with the fa,Sleep
-1,I wanted this so badly  to wear as a dress over a slip. but it is not cute or flattering when you put it on. it made me look 20 pounds heavier than i am  and the fit was awful. i usually wear an xs in dresses at retailer and this swallowed me. i am petite but this is just waaaaaay too big. so disappointed because it's so pretty.,Sleep
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
-1,I'm very disappointed in the quality. it seems more like a pajama than a tunic. definitely not worth 100.00 dollars. i plan to return it.,Sleep
-1,Fight a bit snug over the bust then widens like a bell. not as cute as it looks in the photo. returned.,Sleep
0,Maybe it's just that it's a bath robe  but i'm not crazy about how this falls. it is very soft  cozy  and cute  though.,Sleep
0,Just got these today because they were a steal of a deal with the sale on sale. was super excited because the pattern is adorable! i put them on tonight and noticed that they  firstly  aren't eloise like i assumed they would be  and secondly  that they weren't as soft as i had expected. all of the retailer/eloise pajamas i have purchased in the past have been so soft and comfortable - you don't want to take them off! did i get an off pair that just happened to not be as soft? i'm not sure  but i'm,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,Did not notice small hole and stain on the bottoms until i had the tags removed the return label shredded.,Sleep
0,Very pretty  romantic,Sleep
0,Reviews said it ran small so i ordered a size up  was large on me. nicely made  but wanted something a little smaller.,Sleep
0,This shirt is cute  nice cut  but i don't love it. best as a sleeping tank.,Sleep
0,This top is oversized. i normally wear large but thought an xl would be best for sleeping. it's huge. so stick with your normal size or a size down. pretty print. fabric is a bit coarse. undecided about trying a size down because i'm particular and they didn't wow me. also ordered these in the lighter color and they fit the same.,Sleep
